class,Blue 490nm,Green 560nm,Red 665nm,VRE 705nm,VRE 740nm,VRE 783nm,NIR 843nm,SWIR 1610nm,SWIR 2190nm,VRE 865nm
T31-C-11,0.0199999995529651,0.0538000017404556,0.0412000007927417,0.123099997639656,0.2786000072956085,0.3210999965667724,0.3776000142097473,0.1715999990701675,0.0886000022292137,0.3616000115871429
T31-C-11,0.0245999991893768,0.0555999986827373,0.0447000004351139,0.123099997639656,0.2786000072956085,0.3210999965667724,0.3479999899864197,0.1715999990701675,0.0886000022292137,0.3616000115871429
T31-C-11,0.0271000005304813,0.0542000010609626,0.0452000014483928,0.1093999966979026,0.2300000041723251,0.2847000062465668,0.3343999981880188,0.1333000063896179,0.0659999996423721,0.3073000013828277
T31-C-11,0.0260000005364418,0.0612999983131885,0.047699999064207,0.1093999966979026,0.2300000041723251,0.2847000062465668,0.3364000022411346,0.1333000063896179,0.0659999996423721,0.3073000013828277
T31-C-11,0.0226000007241964,0.0604000017046928,0.046399999409914,0.1134999990463256,0.2716000080108642,0.3093000054359436,0.3691999912261963,0.1517000049352646,0.0790999978780746,0.3424000144004822
T31-C-11,0.0282000005245208,0.0564000010490417,0.0465999990701675,0.1134999990463256,0.2716000080108642,0.3093000054359436,0.3407999873161316,0.1517000049352646,0.0790999978780746,0.3424000144004822
T31-C-11,0.0227000005543231,0.0417999997735023,0.0379999987781047,0.089599996805191,0.1995999962091446,0.2451000064611435,0.2666000127792358,0.1240999996662139,0.0654999986290931,0.292600005865097
T31-C-11,0.0313999988138675,0.0562999993562698,0.0535000003874301,0.1093999966979026,0.2300000041723251,0.2847000062465668,0.2308000028133392,0.1333000063896179,0.0659999996423721,0.3073000013828277
T31-C-11,0.0322000011801719,0.0614000000059604,0.0524999983608722,0.1134999990463256,0.2716000080108642,0.3093000054359436,0.3192000091075897,0.1517000049352646,0.0790999978780746,0.3424000144004822
T31-C-11,0.0282000005245208,0.0542000010609626,0.0447999984025955,0.1134999990463256,0.2716000080108642,0.3093000054359436,0.3420000076293945,0.1517000049352646,0.0790999978780746,0.3424000144004822
T31-C-11,0.0178999993950128,0.0395999997854232,0.0355999991297721,0.089599996805191,0.1995999962091446,0.2451000064611435,0.290800005197525,0.1240999996662139,0.0654999986290931,0.292600005865097
T31-C-11,0.0269000008702278,0.0443000011146068,0.0416000001132488,0.095100000500679,0.1985999941825866,0.2238000035285949,0.2524000108242035,0.1023999974131584,0.0502999983727932,0.2621999979019165
T31-C-11,0.0176999997347593,0.0406000018119812,0.0307999998331069,0.095100000500679,0.1985999941825866,0.2238000035285949,0.3291999995708465,0.1023999974131584,0.0502999983727932,0.2621999979019165
T32-C-7,0.0161000005900859,0.0513000003993511,0.0310999993234872,0.1190000027418136,0.3355999886989593,0.3668000102043152,0.4000000059604645,0.1735000014305114,0.0834000036120414,0.4363999962806701
T32-C-7,0.0092000002041459,0.0454000011086463,0.0280000008642673,0.1190000027418136,0.3355999886989593,0.3668000102043152,0.363999992609024,0.1735000014305114,0.0834000036120414,0.4363999962806701
T32-C-7,0.0186999998986721,0.0570000000298023,0.0324999988079071,0.1190000027418136,0.3355999886989593,0.3668000102043152,0.4472000002861023,0.1735000014305114,0.0834000036120414,0.4363999962806701
T32-C-7,0.0108000002801418,0.0560000017285347,0.025000000372529,0.1190000027418136,0.3355999886989593,0.3668000102043152,0.4948000013828277,0.1735000014305114,0.0834000036120414,0.4363999962806701
T32-C-7,0.0130000002682209,0.0542000010609626,0.0284000001847744,0.1037999987602233,0.2345999926328659,0.2966000139713287,0.4783999919891357,0.1597999930381775,0.0830999985337257,0.330700010061264
T32-C-7,0.0122999995946884,0.0549999997019767,0.0281000006943941,0.1137000024318695,0.3614000082015991,0.4092000126838684,0.4519999921321869,0.1752000004053115,0.0764999985694885,0.4415999948978424
T32-C-7,0.0115999998524785,0.0549999997019767,0.0262000001966953,0.1159999966621398,0.3551999926567077,0.4052000045776367,0.487199991941452,0.1767999976873397,0.0804999992251396,0.445499986410141
T32-C-7,0.0170000009238719,0.0502999983727932,0.0284000001847744,0.1159999966621398,0.3551999926567077,0.4052000045776367,0.4059999883174896,0.1767999976873397,0.0804999992251396,0.445499986410141
T32-C-7,0.0108000002801418,0.0474000014364719,0.0238000005483627,0.1159999966621398,0.3551999926567077,0.4052000045776367,0.4284000098705292,0.1767999976873397,0.0804999992251396,0.445499986410141
T32-C-7,0.0147000001743435,0.0538999997079372,0.0302000008523464,0.1159999966621398,0.3551999926567077,0.4052000045776367,0.4296000003814697,0.1767999976873397,0.0804999992251396,0.445499986410141
T32-C-7,0.0082999998703598,0.0474000014364719,0.025000000372529,0.1203000023961067,0.3300999999046325,0.3869000077247619,0.4059999883174896,0.190200001001358,0.0874999985098838,0.4178999960422516
T32-C-7,0.0138999996706843,0.0575000010430812,0.0282000005245208,0.1203000023961067,0.3300999999046325,0.3869000077247619,0.438400000333786,0.190200001001358,0.0874999985098838,0.4178999960422516
T32-C-7,0.0166999995708465,0.0568000003695488,0.0287999995052814,0.1203000023961067,0.3300999999046325,0.3869000077247619,0.4111999869346618,0.190200001001358,0.0874999985098838,0.4178999960422516
T1-C-2,0.0182000007480382,0.0507999993860721,0.0359999984502792,0.1181000024080276,0.2958000004291534,0.3418999910354614,0.3628000020980835,0.193900004029274,0.090999998152256,0.3941999971866607
T1-C-2,0.0209999997168779,0.05180000141263,0.0399999991059303,0.1181000024080276,0.2958000004291534,0.3418999910354614,0.3416000008583069,0.193900004029274,0.090999998152256,0.3941999971866607
T1-C-2,0.0131999999284744,0.0502000004053115,0.0372000001370906,0.1181000024080276,0.2958000004291534,0.3418999910354614,0.3600000143051147,0.193900004029274,0.090999998152256,0.3941999971866607
T1-C-2,0.0200999993830919,0.049600001424551,0.0421999990940094,0.1199000030755996,0.2856999933719635,0.340499997138977,0.3355999886989593,0.1994999945163726,0.096400000154972,0.357699990272522
T1-C-2,0.0261000003665685,0.0599999986588954,0.0489000007510185,0.1199000030755996,0.2856999933719635,0.340499997138977,0.3452000021934509,0.1994999945163726,0.096400000154972,0.357699990272522
T1-C-2,0.0238000005483627,0.0553000010550022,0.0439999997615814,0.1174999997019767,0.2888999879360199,0.3346999883651733,0.356000006198883,0.1909999996423721,0.0903000012040138,0.3691000044345855
T1-C-2,0.0179999992251396,0.0491999983787536,0.0324000008404254,0.1075000017881393,0.2904999852180481,0.3485000133514404,0.3704000115394592,0.1922000050544738,0.090499997138977,0.3837999999523163
T1-C-2,0.0171000007539987,0.0483000017702579,0.0333999991416931,0.1075000017881393,0.2904999852180481,0.3485000133514404,0.3580000102519989,0.1922000050544738,0.090499997138977,0.3837999999523163
T1-C-2,0.017400000244379,0.0491999983787536,0.0348999984562397,0.1194000020623207,0.2998999953269958,0.3409999907016754,0.3443999886512756,0.2014999985694885,0.0997999981045723,0.374099999666214
T1-C-2,0.0219000000506639,0.0575999990105629,0.0436000004410743,0.1194000020623207,0.2998999953269958,0.3409999907016754,0.3515999913215637,0.2014999985694885,0.0997999981045723,0.374099999666214
T1-C-2,0.0277999993413686,0.0627999976277351,0.0529000014066696,0.1243999972939491,0.273499995470047,0.3061999976634979,0.3416000008583069,0.2082999944686889,0.1084999963641166,0.3538999855518341
T1-C-2,0.0264999996870756,0.0608999989926815,0.0480000004172325,0.1243999972939491,0.273499995470047,0.3061999976634979,0.339599996805191,0.2082999944686889,0.1084999963641166,0.3538999855518341
T1-C-2,0.032600000500679,0.062399998307228,0.0562000013887882,0.1243999972939491,0.273499995470047,0.3061999976634979,0.3131999969482422,0.2082999944686889,0.1084999963641166,0.3538999855518341
T31-C-11,0.0322000011801719,0.0601000003516674,0.0535999983549118,0.1107999980449676,0.2451000064611435,0.2885999977588653,0.2931999862194061,0.2171999961137771,0.121299996972084,0.3294999897480011
T31-C-11,0.0267999991774559,0.0590000003576278,0.0489000007510185,0.120899997651577,0.2775000035762787,0.3190999925136566,0.3499999940395355,0.2190999984741211,0.1186999976634979,0.367000013589859
T31-C-11,0.0267999991774559,0.0588000006973743,0.049600001424551,0.120899997651577,0.2775000035762787,0.3190999925136566,0.3384000062942505,0.2190999984741211,0.1186999976634979,0.367000013589859
T31-C-11,0.0282000005245208,0.0617999993264675,0.0551999993622303,0.120899997651577,0.2775000035762787,0.3190999925136566,0.3244000077247619,0.2190999984741211,0.1186999976634979,0.367000013589859
T31-C-11,0.0351000018417835,0.063799999654293,0.0568000003695488,0.1107999980449676,0.2451000064611435,0.2885999977588653,0.3032000064849853,0.2171999961137771,0.121299996972084,0.3294999897480011
T31-C-11,0.0230999998748302,0.0549999997019767,0.0427000001072883,0.1107999980449676,0.2451000064611435,0.2885999977588653,0.3111999928951263,0.2171999961137771,0.121299996972084,0.3294999897480011
T31-C-11,0.0236000008881092,0.0588000006973743,0.046799998730421,0.124899998307228,0.2651000022888183,0.3061000108718872,0.3528000116348266,0.2368000000715255,0.1324999928474426,0.3562999963760376
T31-C-11,0.0282000005245208,0.062399998307228,0.0535999983549118,0.124899998307228,0.2651000022888183,0.3061000108718872,0.339599996805191,0.2368000000715255,0.1324999928474426,0.3562999963760376
T31-C-11,0.0294000003486871,0.0606000013649463,0.0511999987065792,0.1096000000834465,0.2267999947071075,0.2694999873638153,0.3147999942302704,0.2188999950885772,0.122699998319149,0.3174000084400177
T31-C-11,0.0296999998390674,0.062899999320507,0.0518999993801116,0.124899998307228,0.2651000022888183,0.3061000108718872,0.3339999914169311,0.2368000000715255,0.1324999928474426,0.3562999963760376
T31-C-11,0.0375999994575977,0.0649999976158142,0.0595999993383884,0.124899998307228,0.2651000022888183,0.3061000108718872,0.3172000050544739,0.2368000000715255,0.1324999928474426,0.3562999963760376
T31-C-11,0.0299999993294477,0.060199998319149,0.0500999987125396,0.1096000000834465,0.2267999947071075,0.2694999873638153,0.3307999968528747,0.2188999950885772,0.122699998319149,0.3174000084400177
T31-C-11,0.0313999988138675,0.0689999982714653,0.0566000007092952,0.125,0.2605000138282776,0.3104999959468841,0.3111999928951263,0.2392999976873397,0.1331000030040741,0.358599990606308
T31-C-11,0.0384000018239021,0.0667999982833862,0.0592000000178813,0.125,0.2605000138282776,0.3104999959468841,0.3244000077247619,0.2392999976873397,0.1331000030040741,0.358599990606308
T31-C-11,0.0291000008583068,0.0639000013470649,0.050000000745058,0.1169999986886978,0.3000000119209289,0.3420000076293945,0.363999992609024,0.2184000015258789,0.1115000024437904,0.392300009727478
T31-C-11,0.0302000008523464,0.0608000010251998,0.050000000745058,0.1169999986886978,0.3000000119209289,0.3420000076293945,0.3515999913215637,0.2184000015258789,0.1115000024437904,0.392300009727478
T31-C-11,0.0313000008463859,0.066100001335144,0.0564999990165233,0.125,0.2605000138282776,0.3104999959468841,0.311599999666214,0.2392999976873397,0.1331000030040741,0.358599990606308
T31-C-11,0.0287999995052814,0.0599999986588954,0.0449000000953674,0.1125999987125396,0.3172999918460846,0.3668999969959259,0.363999992609024,0.2050999999046325,0.0992999970912933,0.4054999947547912
T31-C-11,0.0284000001847744,0.0640999972820282,0.0489999987185001,0.1215000003576278,0.2802999913692474,0.3310999870300293,0.3407999873161316,0.231000006198883,0.1215000003576278,0.3574999868869781
T31-C-11,0.0212999992072582,0.062399998307228,0.0410999990999698,0.1125999987125396,0.3172999918460846,0.3668999969959259,0.393200010061264,0.2050999999046325,0.0992999970912933,0.4054999947547912
V1-C-8,0.0156999994069337,0.0469000004231929,0.0308999996632337,0.1054000034928321,0.2569999992847442,0.3052999973297119,0.3215999901294708,0.1969999969005584,0.1058999970555305,0.3370999991893768
V1-C-8,0.0173000004142522,0.0478999987244606,0.0368000008165836,0.1054999977350235,0.2450000047683715,0.2736999988555908,0.3251999914646148,0.1981000006198883,0.1040000021457672,0.3197000026702881
V1-C-8,0.0186999998986721,0.0469000004231929,0.034400001168251,0.1054999977350235,0.2450000047683715,0.2736999988555908,0.3192000091075897,0.1981000006198883,0.1040000021457672,0.3197000026702881
V1-C-8,0.0230999998748302,0.0549999997019767,0.0427000001072883,0.1107999980449676,0.2451000064611435,0.2885999977588653,0.3111999928951263,0.2171999961137771,0.121299996972084,0.3294999897480011
V1-C-8,0.0151000004261732,0.0438000001013278,0.034800000488758,0.1054999977350235,0.2450000047683715,0.2736999988555908,0.2644000053405761,0.1981000006198883,0.1040000021457672,0.3197000026702881
V1-C-8,0.0162000004202127,0.048700001090765,0.0399999991059303,0.1096000000834465,0.2267999947071075,0.2694999873638153,0.2680000066757202,0.2188999950885772,0.122699998319149,0.3174000084400177
V1-C-8,0.0143999997526407,0.0410000011324882,0.0366999991238117,0.0991000011563301,0.2098000049591064,0.2448000013828277,0.2502000033855438,0.2037999927997589,0.1110000014305114,0.2944999933242798
V1-C-8,0.0143999997526407,0.0461999997496604,0.036200001835823,0.1096000000834465,0.2267999947071075,0.2694999873638153,0.2831999957561493,0.2188999950885772,0.122699998319149,0.3174000084400177
V1-C-8,0.0186000000685453,0.0458000004291534,0.0399000011384487,0.0991000011563301,0.2098000049591064,0.2448000013828277,0.2685999870300293,0.2037999927997589,0.1110000014305114,0.2944999933242798
V1-C-8,0.0299999993294477,0.060199998319149,0.0500999987125396,0.1096000000834465,0.2267999947071075,0.2694999873638153,0.3307999968528747,0.2188999950885772,0.122699998319149,0.3174000084400177
V1-C-8,0.0289999991655349,0.0592000000178813,0.0471000000834465,0.1163000017404556,0.2549000084400177,0.2949999868869781,0.3339999914169311,0.2238000035285949,0.1196999996900558,0.3328000009059906
V1-C-8,0.017400000244379,0.0493000000715255,0.0384999997913837,0.1163000017404556,0.2549000084400177,0.2949999868869781,0.2967999875545501,0.2238000035285949,0.1196999996900558,0.3328000009059906
V1-C-8,0.0222999993711709,0.0522000007331371,0.0445999987423419,0.1088000014424324,0.2356999963521957,0.2673999965190887,0.2966000139713287,0.221900001168251,0.1263999938964843,0.3082000017166137
V1-C-8,0.0241999998688697,0.0571999996900558,0.0478999987244606,0.1163000017404556,0.2549000084400177,0.2949999868869781,0.3264000117778778,0.2238000035285949,0.1196999996900558,0.3328000009059906
V1-C-8,0.0262000001966953,0.0630000010132789,0.05180000141263,0.125,0.2605000138282776,0.3104999959468841,0.3659999966621399,0.2392999976873397,0.1331000030040741,0.358599990606308
V1-C-8,0.0258000008761882,0.0579999983310699,0.0489999987185001,0.1215000003576278,0.2802999913692474,0.3310999870300293,0.3695999979972839,0.231000006198883,0.1215000003576278,0.3574999868869781
V1-C-8,0.0284000001847744,0.0640999972820282,0.0489999987185001,0.1215000003576278,0.2802999913692474,0.3310999870300293,0.3407999873161316,0.231000006198883,0.1215000003576278,0.3574999868869781
V1-C-8,0.0195000004023313,0.0573999993503093,0.0419999994337558,0.1215000003576278,0.2802999913692474,0.3310999870300293,0.3515999913215637,0.231000006198883,0.1215000003576278,0.3574999868869781
V1-C-8,0.0167999994009733,0.0480999983847141,0.036200001835823,0.1189000010490417,0.2865000069141388,0.3310999870300293,0.3727999925613403,0.2241999953985214,0.1142000034451484,0.3704000115394592
T12-C-1,0.0280000008642673,0.065600000321865,0.0560000017285347,0.1141000017523765,0.2185000032186508,0.2513999938964844,0.2741999924182892,0.1564999967813491,0.0891000032424926,0.2572000026702881
T12-C-1,0.0307999998331069,0.0674000009894371,0.0597000010311603,0.1101000010967254,0.1852000057697296,0.1925999969244003,0.295199990272522,0.1254000067710876,0.0725999996066093,0.2414000034332275
T12-C-1,0.0324999988079071,0.065200001001358,0.0571999996900558,0.1101000010967254,0.1852000057697296,0.1925999969244003,0.3012000024318695,0.1254000067710876,0.0725999996066093,0.2414000034332275
T12-C-1,0.0299999993294477,0.0626000016927719,0.0553999990224838,0.1112999990582466,0.210899993777275,0.2425999939441681,0.2178000062704086,0.1809999942779541,0.098300002515316,0.2662999927997589
T12-C-1,0.032999999821186,0.0680000036954879,0.063400000333786,0.1136000007390976,0.1659000068902969,0.1952999979257583,0.1803999990224838,0.123099997639656,0.0706000030040741,0.1753000020980835
T12-C-1,0.0377999991178512,0.0750000029802322,0.0694999992847442,0.1136000007390976,0.1659000068902969,0.1952999979257583,0.2026000022888183,0.123099997639656,0.0706000030040741,0.1753000020980835
T12-C-1,0.0397000014781951,0.0797000005841255,0.0734999999403953,0.1209999993443489,0.1739999949932098,0.1677999943494796,0.2116000056266784,0.091899998486042,0.0606999993324279,0.1841000020503997
T12-C-1,0.0399999991059303,0.0736000016331672,0.069300003349781,0.1209999993443489,0.1739999949932098,0.1677999943494796,0.198400005698204,0.091899998486042,0.0606999993324279,0.1841000020503997
T12-C-1,0.0333000011742115,0.0636000037193298,0.0604999996721744,0.1171000003814697,0.1655000001192093,0.1699000000953674,0.1990000009536743,0.1134999990463256,0.066100001335144,0.2193000018596649
T12-C-1,0.0298999994993209,0.0581000000238418,0.050500001758337,0.1112999990582466,0.210899993777275,0.2425999939441681,0.2800000011920929,0.1809999942779541,0.098300002515316,0.2662999927997589
